entity	00001740
boom town	08689031
cow town	08689120
cowtown	08689120
ghost town	08689247
hometown	08689382
market town	08689811
township	08689937
kampong	08690777
campong	08690777
pueblo	08691011;09090805;09686327
piece of land	08691133
piece of ground	08691133
parcel of land	08691133
subtropics	08692082
semitropics	08692082
mine field	08692202
terrain	08692301
plot of land	08692477
plot of ground	08692477
tropic	08692883
tropic of cancer	08693276
tropic of capricorn	08693403
trust territory	08693533
urban area	08693705
populated area	08693705
barrio	08693991;08694087
used-car lot	08694237
vacant lot	08694360
building site	08694360
van allen belt	08694498
vantage point	08694988
veld	08695162
veldt	08695162
venue	08695263;08695366
locale	08695366
acme	08695539;13963489
vertical circle	08695729
viceroyalty	08695889
victoria land	08695991
village green	08696143
rabbit warren	08696253;09497895
watering place	08696353
watering hole	08696353
waterline	08696521
water line	08696521;08696749
high-water mark	08696905
low-water mark	08697007;14510223
water parting	08697107
divide	08697107;14006177
continental divide	08697300
great divide	08697545
silk road	08698101
northwest passage	08698309
east-west direction	08699160
north-south direction	08699272
wave front	08699704;11534064
wavefront	08699704
wilkes land	08699926
western hemisphere	08700127
occident	08700127;08700313
new world	08700127
western united states	08700557
wild west	08700915
wheatfield	08701024
wheat field	08701024
whereabouts	08701121
wild	08701286;13962386
winner's circle	08701579
workspace	08701929
tiltyard	08702310
zenith	08702507
sign of the zodiac	08703415
star sign	08703415
planetary house	08703415
aries	08703867;09229021;09771577
aries the ram	08703867
taurus	08704070;09478436;09771712;11221376
taurus the bull	08704070
gemini	08704233;09310519;09771850
gemini the twins	08704233
twins	08704233;14907668
cancer the crab	08704396
leo	08704559;09360739;09772126
leo the lion	08704559
virgo	08704717;09495106;09772258
virgo the virgin	08704717
virgin	08704717;09772258;10774925
libra	08704888;09362015;09772396
libra the balance	08704888
libra the scales	08704888
scorpio	08705083;09449021;09772535
scorpio the scorpion	08705083
sagittarius the archer	08705263
archer	08705263;09772679;09824747
capricorn	08705447;09258620;09772829
capricorn the goat	08705447
aquarius	08705622;09224718;09772973
aquarius the water bearer	08705622
water bearer	08705622;09772973
pisces the fishes	08705814
buffer zone	08706162
combat zone	08706328;08707384
combat area	08706328
war zone	08706517
airhead	08707095;09800425
danger zone	08707611
demilitarized zone	08707685
dmz	08707685
drop zone	08707932
dropping zone	08707932
kill zone	08708090
killing zone	08708090
killing field	08708217
enterprise zone	08708403
outskirt	08708530
strike zone	08708712
tidal zone	08708926
time zone	08709014
transit zone	08709183
national capital	08709407
provincial capital	08713012
state capital	08713353
continent	08714551;09277520
european country	08714745
european nation	08714745
scandinavian country	08715641
scandinavian nation	08715641
balkans	08715852;08731605;09235983
balkan country	08715940
balkan nation	08715940
balkan state	08715940
african country	08716193
african nation	08716193
east africa	08717240
namibia	08717468
republic of namibia	08717468
south west africa	08717468
windhoek	08717947
asian country	08718069
asian nation	08718069
cappadocia	08718975
galatia	08719110
phrygia	08719224
colossae	08719369
pontus	08719533;09591905
asia minor	08719756
anatolia	08719756
south american country	08720216
south american nation	08720216
north american country	08720619
north american nation	08720619
central american country	08720849
central american nation	08720849
afghanistan	08721268
islamic state of afghanistan	08721268
herat	08721786
jalalabad	08721930
kabul	08722051
capital of afghanistan	08722051
kandahar	08722223
qandahar	08722223
mazar-i-sharif	08722368
illyria	08722479
albania	08722636
republic of albania	08722636
tirana	08722905
albanian capital	08722905
durres	08723065
durazzo	08723065
algeria	08723211
algerie	08723211
democratic and popular republic of algeria	08723211
algiers	08723872
algerian capital	08723872
annaba	08724061
batna	08724213
blida	08724316
oran	08724477
constantine	08724637;10927714
djanet	08724849
hippo regius	08724959
reggane	08725146
timgad	08725245
timimoun	08725401
numidia	08725524
angola	08725731
republic of angola	08725731
luanda	08726137
angolan capital	08726137
huambo	08726314
nova lisboa	08726314
lobito	08726442
aran islands	08726703
caribbean	08726871;09258801
cayman islands	08727232
george town	08727426
antigua and barbuda	08727537
antigua	08727778
barbuda	08727946
redonda	08728052
st. john's	08728158;08844313
saint john's	08728158;08844313
capital of antigua and barbuda	08728158
bengal	08728368
bermuda	08728511
bermudas	08728511
hamilton	08728706;08846681;11045664;11045922;11046074;11046227
bermuda triangle	08728784
bouvet island	08728976
montserrat	08729133
patagonia	08729301
triple frontier	08729488
argentine republic	08729807
bahia blanca	08730531
buenos aires	08730709
capital of argentina	08730709
cordoba	08730969;09048098;10930521;13713374
cordova	08730969;09048098;10930521
moron	08731118;10217144
rosario	08731238
vicente lopez	08731372
pampas	08731488
balkan peninsula	08731605
bulgaria	08731965
republic of bulgaria	08731965
sofia	08732291
serdica	08732291
bulgarian capital	08732291
dobrich	08732457
tolbukhin	08732457
plovdiv	08732628
philippopolis	08732628
southeast asia	08732943
myanmar	08733223
union of burma	08733223
burma	08733223
yangon	08733610
rangoon	08733610
mandalay	08733785
moulmein	08733909
mawlamyine	08733909
burundi	08734052
republic of burundi	08734052
bujumbura	08734350
usumbura	08734350
capital of burundi	08734350
cambodia	08734571
kingdom of cambodia	08734571
kampuchea	08734571
phnom penh	08734892
pnom penh	08734892
cambodian capital	08734892
cameroon	08735042;09196520
republic of cameroon	08735042
cameroun	08735042
yaounde	08735343
capital of cameroon	08735343
douala	08735462
cape verde islands	08735563
cape verde	08735748
republic of cape verde	08735748
praia	08735927
cidade de praia	08735927
capital of cape verde	08735927
sao tiago island	08736086
falkland islands	08736224
central african republic	08736410
central africa	08736410
bangui	08736634
capital of central africa	08736634
ceylon	08736795;08736933
sri lanka	08736933
democratic socialist republic of sri lanka	08736933
colombo	08737298
capital of sri lanka	08737298
kandy	08737538
eelam	08737725
tamil eelam	08737725
republic of chad	08737870
tchad	08737870
n'djamena	08738113
ndjamena	08738113
fort-lamy	08738113
capital of chad	08738113
republic of chile	08738314
antofagasta	08738978
chiloe	08739119
concepcion	08739282
gran santiago	08739392
santiago de chile	08739392
capital of chile	08739392
punta arenas	08739629
temuco	08739794
valparaiso	08739917
vina del mar	08740103
tierra del fuego	08740227
cape horn	08740478
manchuria	08740677
people's republic of china	08740839
mainland china	08740839
communist china	08740839
red china	08740839
prc	08740839
cathay	08740839
turkistan	08742378
turkestan	08742378
beijing	08742559
peking	08742559
peiping	08742559
capital of red china	08742559
forbidden city	08742805;08927150
chongqing	08742994
chungking	08742994
guangdong	08743169
kwangtung	08743169
guangdong province	08743169
guangzhou	08743287
kuangchou	08743287
kwangchow	08743287
gansu	08743525
kansu	08743525
gansu province	08743525
hebei	08743759
hopei	08743759
hopeh	08743759
hebei province	08743759
hunan	08743905
hunan province	08743905
szechwan	08744138
sichuan	08744138
szechuan	08744138
szechwan province	08744138
yunnan	08744296
yunnan province	08744296
lanzhou	08744415
lanchou	08744415
lanchow	08744415
luda	08744578
luta	08744578
dalian	08744836
talien	08744836
dairen	08744836
luoyang	08745063
loyang	08745063
lushun	08745229
hangzhou	08745439
hangchow	08745439
nanchang	08745639
nan-chang	08745639
nanning	08745778
nan-ning	08745778
nanjing	08745899
nanking	08745899
shanghai	08746101
shenyang	08746295
mukden	08746295
moukden	08746295
fengtien	08746295
taiyuan	08746428
tangshan	08746582
tianjin	08746715
tientsin	08746715
t'ien-ching	08746715
grand canal	08746927;08831438
wuhan	08747116
xian	08747285
sian	08747285
singan	08747285
changan	08747285
hsian	08747285
xinjiang	08747459
sinkiang	08747459
xinjiang uighur autonomous region	08747459
inner mongolia	08747804
nei monggol	08747804
hohhot	08748051
taiwan	08748187;08748383
formosa	08748187
nationalist china	08748383
republic of china	08748383
taipei	08748728
taipeh	08748728
capital of taiwan	08748728
taichung	08748890
hong kong	08748981
macao	08749256
macau	08749256
indochina	08749439
indochinese peninsula	08749439
french indochina	08749786
colombia	08749949
republic of colombia	08749949
barranquilla	08750640
bogota	08750812
capital of colombia	08750812
cali	08750996
medellin	08751124
cartagena	08751248;09047954
soledad	08751396
comoro islands	08751523
iles comores	08751523
comoros	08751730
federal islamic republic of the comoros	08751730
republic of the congo	08751877
french congo	08751877
brazzaville	08752083
democratic republic of the congo	08752218
zaire	08752218;13732548
belgian congo	08752218
goma	08752686
kananga	08752841
luluabourg	08752841
kinshasa	08752997
leopoldville	08752997
lubumbashi	08753178
elisabethville	08753178
mesoamerica	08753397
costa rica	08753940
republic of costa rica	08753940
san jose	08754209;09088494
capital of costa rica	08754209
ivory coast	08754350
cote d'ivoire	08754350
republic of cote d'ivoire	08754350
abidjan	08754612
yamoussukro	08754789
guatemala	08754874
republic of guatemala	08754874
guatemala city	08755209
capital of guatemala	08755209
belize	08755354
british honduras	08755354
honduras	08755549
republic of honduras	08755549
tegucigalpa	08755847
honduran capital	08755847
san pedro sula	08755984
el salvador	08756105
republic of el salvador	08756105
salvador	08756105
san salvador	08756364
salvadoran capital	08756364
santa ana	08756548;09089011;11300895;11462990
nicaragua	08756653
republic of nicaragua	08756653
managua	08756880
capital of nicaragua	08756880
nicaraguan capital	08756880
republic of panama	08757039
panama city	08757345;09096936
capital of panama	08757345
panamanian capital	08757345
aspinwall	08757502
panama canal zone	08757662
canal zone	08757662
yucatan	08757855;08758063
yucatan peninsula	08757855
merida	08758200
campeche	08758316;08758450
cancun	08758562
mexico	08758708
united mexican states	08758708
acapulco	08760038
acapulco de juarez	08760038
ciudad juarez	08760576
juarez	08760576
ciudad victoria	08760725
coahuila	08760836
culiacan	08760958
durango	08761062
victoria de durango	08761062
guadalajara	08761203
hermosillo	08761390
leon	08761524;09048730;09050737
matamoros	08761619
